"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Source Counters","Branch Instructions","inst","63107001",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Source Counters","Branch Efficiency","%","99.27",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Source Counters","Avg. Divergent Branches","","498.43",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","SourceCounters","","","","UncoalescedGlobalAccess","OPT","This kernel has uncoalesced global accesses resulting in a total of 41048160 excessive sectors (9% of the total 482382573 sectors). Check the L2 Theoretical Sectors Global Excessive table for the primary source locations. The CUDA Programming Guide (https://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#device-memory-accesses) has additional information on reducing uncoalesced device memory accesses.","global","8.554"
"1","237635","a.out","127.0.0.1","calc_hybrid_calc_ducros_","1","7","(32, 4, 1)","(16, 128, 511)","0","9.0","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","2.62",
"1","237635","a.out","127.0.0.1","calc_hybrid_calc_ducros_","1","7","(32, 4, 1)","(16, 128, 511)","0","9.0","GPU Speed Of Light Throughput","SM Frequency","Ghz","1.52",
"1","237635","a.out","127.0.0.1","calc_hybrid_calc_ducros_","1","7","(32, 4, 1)","(16, 128, 511)","0","9.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","2698863",
"1","237635","a.out","127.0.0.1","calc_hybrid_calc_ducros_","1","7","(32, 4, 1)","(16, 128, 511)","0","9.0","GPU Speed Of Light Throughput","Memory Throughput","%","75.51",
"1","237635","a.out","127.0.0.1","calc_hybrid_calc_ducros_","1","7","(32, 4, 1)","(16, 128, 511)","0","9.0","GPU Speed Of Light Throughput","DRAM Throughput","%","61.07",
"1","237635","a.out","127.0.0.1","calc_hybrid_calc_ducros_","1","7","(32, 4, 1)","(16, 128, 511)","0","9.0","GPU Speed Of Light Throughput","Duration","ms","1.77",
"1","237635","a.out","127.0.0.1","calc_hybrid_calc_ducros_","1","7","(32, 4, 1)","(16, 128, 511)","0","9.0","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","75.87",
"1","237635","a.out","127.0.0.1","calc_hybrid_calc_ducros_","1","7","(32, 4, 1)","(16, 128, 511)","0","9.0","GPU Speed Of Light Throughput","L2 Cache Throughput","%","93.11",
"1","237635","a.out","127.0.0.1","calc_hybrid_calc_ducros_","1","7","(32, 4, 1)","(16, 128, 511)","0","9.0","GPU Speed Of Light Throughput","SM Active Cycles","cycle","2672625.52",
"1","237635","a.out","127.0.0.1","calc_hybrid_calc_ducros_","1","7","(32, 4, 1)","(16, 128, 511)","0","9.0","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","77.31",
"1","237635","a.out","127.0.0.1","calc_hybrid_calc_ducros_","1","7","(32, 4, 1)","(16, 128, 511)","0","9.0","SpeedOfLight","","","","SOLBottleneck","INF","Compute and Memory are well-balanced: To reduce runtime, both computation and memory traffic must be reduced. Check both the Compute Workload Analysis and Memory Workload Analysis sections.","",""
